function,target,available,ok,n_rows,detail
price_timeseries,AS-199909,True,True,2464,pandas
index_constituent_timeseries,AS-199909@S&P 500,True,True,2464,
last_quoted_date,AS-199909,True,True,,
first_quoted_date,AS-199909,True,True,,
classification_at_level,AS-199909,True,True,,GICS L1
security_name,AS-199909,True,True,,
price_timeseries,ASA,True,True,9185,pandas
index_constituent_timeseries,ASA@S&P 500,True,True,9185,
last_quoted_date,ASA,True,True,,
first_quoted_date,ASA,True,True,,
classification_at_level,ASA,True,True,,GICS L1
classification,ASA,True,True,,GICS flat fallback
security_name,ASA,True,True,,
price_timeseries,ASC-197907,True,True,0,empty
price_timeseries,ASC-199906,True,True,2395,pandas
index_constituent_timeseries,ASC-199906@S&P 500,True,True,2395,
last_quoted_date,ASC-199906,True,True,,
first_quoted_date,ASC-199906,True,True,,
classification_at_level,ASC-199906,True,True,,GICS L1
security_name,ASC-199906,True,True,,
price_timeseries,ASF-196905,True,True,0,empty
price_timeseries,ASH,True,True,9185,pandas
index_constituent_timeseries,ASH@S&P 500,True,True,9185,
last_quoted_date,ASH,True,True,,
first_quoted_date,ASH,True,True,,
classification_at_level,ASH,True,True,,GICS L1
security_name,ASH,True,True,,
price_timeseries,ASN-200710,True,True,4455,pandas
index_constituent_timeseries,ASN-200710@S&P 500,True,True,4455,
last_quoted_date,ASN-200710,True,True,,
first_quoted_date,ASN-200710,True,True,,
classification_at_level,ASN-200710,True,True,,GICS L1
security_name,ASN-200710,True,True,,
price_timeseries,ASND-199906,True,True,1292,pandas
index_constituent_timeseries,ASND-199906@S&P 500,True,True,1292,
last_quoted_date,ASND-199906,True,True,,
first_quoted_date,ASND-199906,True,True,,
classification_at_level,ASND-199906,True,True,,GICS L1
security_name,ASND-199906,True,True,,
price_timeseries,ASO-200611,True,True,4249,pandas
index_constituent_timeseries,ASO-200611@S&P 500,True,True,4249,
last_quoted_date,ASO-200611,True,True,,
first_quoted_date,ASO-200611,True,True,,
classification_at_level,ASO-200611,True,True,,GICS L1
security_name,ASO-200611,True,True,,
price_timeseries,ASR-198402,True,True,0,empty
price_timeseries,AST-198807,True,True,0,empty
price_timeseries,AT-200711,True,True,4509,pandas
index_constituent_timeseries,AT-200711@S&P 500,True,True,4509,
last_quoted_date,AT-200711,True,True,,
first_quoted_date,AT-200711,True,True,,
classification_at_level,AT-200711,True,True,,GICS L1
security_name,AT-200711,True,True,,
price_timeseries,ATI,True,True,9185,pandas
index_constituent_timeseries,ATI@S&P 500,True,True,9185,
last_quoted_date,ATI,True,True,,
first_quoted_date,ATI,True,True,,
classification_at_level,ATI,True,True,,GICS L1
security_name,ATI,True,True,,
price_timeseries,ATI-199906,True,True,1406,pandas
index_constituent_timeseries,ATI-199906@S&P 500,True,True,1406,
last_quoted_date,ATI-199906,True,True,,
first_quoted_date,ATI-199906,True,True,,
classification_at_level,ATI-199906,True,True,,GICS L1
security_name,ATI-199906,True,True,,
price_timeseries,ATO,True,True,9180,pandas
index_constituent_timeseries,ATO@S&P 500,True,True,9180,
last_quoted_date,ATO,True,True,,
first_quoted_date,ATO,True,True,,
classification_at_level,ATO,True,True,,GICS L1
security_name,ATO,True,True,,
price_timeseries,ATS-196906,True,True,0,empty
price_timeseries,ATVI-202310,True,True,7790,pandas
index_constituent_timeseries,ATVI-202310@S&P 500,True,True,7790,
last_quoted_date,ATVI-202310,True,True,,
first_quoted_date,ATVI-202310,True,True,,
classification_at_level,ATVI-202310,True,True,,GICS L1
security_name,ATVI-202310,True,True,,
price_timeseries,AUD-196412,True,True,0,empty
price_timeseries,AV-200710,True,True,1786,pandas
index_constituent_timeseries,AV-200710@S&P 500,True,True,1786,
last_quoted_date,AV-200710,True,True,,
first_quoted_date,AV-200710,True,True,,
classification_at_level,AV-200710,True,True,,GICS L1
security_name,AV-200710,True,True,,
price_timeseries,AVB,True,True,8123,pandas
index_constituent_timeseries,AVB@S&P 500,True,True,8123,
last_quoted_date,AVB,True,True,,
first_quoted_date,AVB,True,True,,
classification_at_level,AVB,True,True,,GICS L1
security_name,AVB,True,True,,
price_timeseries,AVC-198104,True,True,0,empty
price_timeseries,AVGO,True,True,4245,pandas
index_constituent_timeseries,AVGO@S&P 500,True,True,4245,
last_quoted_date,AVGO,True,True,,
first_quoted_date,AVGO,True,True,,
classification_at_level,AVGO,True,True,,GICS L1
security_name,AVGO,True,True,,
price_timeseries,AVP-202001,True,True,7561,pandas
index_constituent_timeseries,AVP-202001@S&P 500,True,True,7561,
last_quoted_date,AVP-202001,True,True,,
first_quoted_date,AVP-202001,True,True,,
classification_at_level,AVP-202001,True,True,,GICS L1
security_name,AVP-202001,True,True,,
price_timeseries,AVY,True,True,9185,pandas
index_constituent_timeseries,AVY@S&P 500,True,True,9185,
last_quoted_date,AVY,True,True,,
first_quoted_date,AVY,True,True,,
classification_at_level,AVY,True,True,,GICS L1
security_name,AVY,True,True,,
price_timeseries,AW-200812,True,True,4337,pandas
index_constituent_timeseries,AW-200812@S&P 500,True,True,4337,
last_quoted_date,AW-200812,True,True,,
first_quoted_date,AW-200812,True,True,,
classification_at_level,AW-200812,True,True,,GICS L1
security_name,AW-200812,True,True,,
price_timeseries,AWC-196312,True,True,0,empty
price_timeseries,AWE-200410,True,True,1130,pandas
index_constituent_timeseries,AWE-200410@S&P 500,True,True,1130,
last_quoted_date,AWE-200410,True,True,,
first_quoted_date,AWE-200410,True,True,,
classification_at_level,AWE-200410,True,True,,GICS L1
security_name,AWE-200410,True,True,,
price_timeseries,AWK,True,True,4570,pandas
index_constituent_timeseries,AWK@S&P 500,True,True,4570,
last_quoted_date,AWK,True,True,,
first_quoted_date,AWK,True,True,,
classification_at_level,AWK,True,True,,GICS L1
security_name,AWK,True,True,,
price_timeseries,AX-196706,True,True,0,empty
price_timeseries,AXO-198209,True,True,0,empty
price_timeseries,AXON,True,True,6297,pandas
index_constituent_timeseries,AXON@S&P 500,True,True,6297,
last_quoted_date,AXON,True,True,,
first_quoted_date,AXON,True,True,,
classification_at_level,AXON,True,True,,GICS L1
security_name,AXON,True,True,,
price_timeseries,AXP,True,True,9185,pandas
index_constituent_timeseries,AXP@S&P 500,True,True,9185,
last_quoted_date,AXP,True,True,,
first_quoted_date,AXP,True,True,,
classification_at_level,AXP,True,True,,GICS L1
security_name,AXP,True,True,,
price_timeseries,AYE-201102,True,True,5333,pandas
index_constituent_timeseries,AYE-201102@S&P 500,True,True,5333,
last_quoted_date,AYE-201102,True,True,,
first_quoted_date,AYE-201102,True,True,,
classification_at_level,AYE-201102,True,True,,GICS L1
security_name,AYE-201102,True,True,,
price_timeseries,AYI,True,True,6180,pandas
index_constituent_timeseries,AYI@S&P 500,True,True,6180,
last_quoted_date,AYI,True,True,,
first_quoted_date,AYI,True,True,,
classification_at_level,AYI,True,True,,GICS L1
security_name,AYI,True,True,,
price_timeseries,AZA-200106,True,True,2899,pandas
index_constituent_timeseries,AZA-200106@S&P 500,True,True,2899,
last_quoted_date,AZA-200106,True,True,,
first_quoted_date,AZA-200106,True,True,,
classification_at_level,AZA-200106,True,True,,GICS L1
security_name,AZA-200106,True,True,,
price_timeseries,AZO,True,True,8870,pandas
index_constituent_timeseries,AZO@S&P 500,True,True,8870,
last_quoted_date,AZO,True,True,,
first_quoted_date,AZO,True,True,,
classification_at_level,AZO,True,True,,GICS L1
security_name,AZO,True,True,,
price_timeseries,B,True,True,9185,pandas
index_constituent_timeseries,B@S&P 500,True,True,9185,
last_quoted_date,B,True,True,,
first_quoted_date,B,True,True,,
classification_at_level,B,True,True,,GICS L1
security_name,B,True,True,,
price_timeseries,BA,True,True,9185,pandas
index_constituent_timeseries,BA@S&P 500,True,True,9185,
last_quoted_date,BA,True,True,,
first_quoted_date,BA,True,True,,
classification_at_level,BA,True,True,,GICS L1
security_name,BA,True,True,,
price_timeseries,BAC,True,True,9185,pandas
index_constituent_timeseries,BAC@S&P 500,True,True,9185,
last_quoted_date,BAC,True,True,,
first_quoted_date,BAC,True,True,,
classification_at_level,BAC,True,True,,GICS L1
security_name,BAC,True,True,,
price_timeseries,BAC-199809,True,True,2212,pandas
index_constituent_timeseries,BAC-199809@S&P 500,True,True,2212,
last_quoted_date,BAC-199809,True,True,,
first_quoted_date,BAC-199809,True,True,,
classification_at_level,BAC-199809,True,True,,GICS L1
security_name,BAC-199809,True,True,,
price_timeseries,BALL,True,True,9185,pandas
index_constituent_timeseries,BALL@S&P 500,True,True,9185,
last_quoted_date,BALL,True,True,,
first_quoted_date,BALL,True,True,,
classification_at_level,BALL,True,True,,GICS L1
security_name,BALL,True,True,,
price_timeseries,BAW-197803,True,True,0,empty
price_timeseries,BAX,True,True,9185,pandas
index_constituent_timeseries,BAX@S&P 500,True,True,9185,
last_quoted_date,BAX,True,True,,
first_quoted_date,BAX,True,True,,
classification_at_level,BAX,True,True,,GICS L1
security_name,BAX,True,True,,
price_timeseries,BAY-199808,True,True,1791,pandas
index_constituent_timeseries,BAY-199808@S&P 500,True,True,1791,
last_quoted_date,BAY-199808,True,True,,
first_quoted_date,BAY-199808,True,True,,
classification_at_level,BAY-199808,True,True,,GICS L1
security_name,BAY-199808,True,True,,
price_timeseries,BBBYQ-202309,True,True,7888,pandas
index_constituent_timeseries,BBBYQ-202309@S&P 500,True,True,7888,
last_quoted_date,BBBYQ-202309,True,True,,
first_quoted_date,BBBYQ-202309,True,True,,
classification_at_level,BBBYQ-202309,True,True,,GICS L1
security_name,BBBYQ-202309,True,True,,
price_timeseries,BBI-199801,True,True,2030,pandas
index_constituent_timeseries,BBI-199801@S&P 500,True,True,2030,
last_quoted_date,BBI-199801,True,True,,
first_quoted_date,BBI-199801,True,True,,
classification_at_level,BBI-199801,True,True,,GICS L1
security_name,BBI-199801,True,True,,
price_timeseries,BBKS-199606,True,True,796,pandas
index_constituent_timeseries,BBKS-199606@S&P 500,True,True,796,
last_quoted_date,BBKS-199606,True,True,,
first_quoted_date,BBKS-199606,True,True,,
classification_at_level,BBKS-199606,True,True,,GICS L1
security_name,BBKS-199606,True,True,,
price_timeseries,BBL-198411,True,True,0,empty
price_timeseries,BBWI,True,True,9185,pandas
index_constituent_timeseries,BBWI@S&P 500,True,True,9185,
last_quoted_date,BBWI,True,True,,
first_quoted_date,BBWI,True,True,,
classification_at_level,BBWI,True,True,,GICS L1
security_name,BBWI,True,True,,
price_timeseries,BBY,True,True,9185,pandas
index_constituent_timeseries,BBY@S&P 500,True,True,9185,
last_quoted_date,BBY,True,True,,
first_quoted_date,BBY,True,True,,
classification_at_level,BBY,True,True,,GICS L1
security_name,BBY,True,True,,
price_timeseries,BC,True,True,9185,pandas
index_constituent_timeseries,BC@S&P 500,True,True,9185,
last_quoted_date,BC,True,True,,
first_quoted_date,BC,True,True,,
classification_at_level,BC,True,True,,GICS L1
security_name,BC,True,True,,
price_timeseries,BCO,True,True,9185,pandas
index_constituent_timeseries,BCO@S&P 500,True,True,9185,
last_quoted_date,BCO,True,True,,
first_quoted_date,BCO,True,True,,
classification_at_level,BCO,True,True,,GICS L1
security_name,BCO,True,True,,
price_timeseries,BCR-201712,True,True,7055,pandas
index_constituent_timeseries,BCR-201712@S&P 500,True,True,7055,
last_quoted_date,BCR-201712,True,True,,
first_quoted_date,BCR-201712,True,True,,
classification_at_level,BCR-201712,True,True,,GICS L1
security_name,BCR-201712,True,True,,
price_timeseries,BCW-198802,True,True,0,empty
price_timeseries,BDK-201003,True,True,5091,pandas
index_constituent_timeseries,BDK-201003@S&P 500,True,True,5091,
last_quoted_date,BDK-201003,True,True,,
first_quoted_date,BDK-201003,True,True,,
classification_at_level,BDK-201003,True,True,,GICS L1
security_name,BDK-201003,True,True,,
price_timeseries,BDX,True,True,9185,pandas
index_constituent_timeseries,BDX@S&P 500,True,True,9185,
last_quoted_date,BDX,True,True,,
first_quoted_date,BDX,True,True,,
classification_at_level,BDX,True,True,,GICS L1
security_name,BDX,True,True,,
price_timeseries,BEAM-201404,True,True,6131,pandas
index_constituent_timeseries,BEAM-201404@S&P 500,True,True,6131,
last_quoted_date,BEAM-201404,True,True,,
first_quoted_date,BEAM-201404,True,True,,
classification_at_level,BEAM-201404,True,True,,GICS L1
security_name,BEAM-201404,True,True,,
price_timeseries,BEC-198203,True,True,0,empty
price_timeseries,BEL-198012,True,True,0,empty
price_timeseries,BEM-196710,True,True,0,empty
price_timeseries,BEN,True,True,9185,pandas
index_constituent_timeseries,BEN@S&P 500,True,True,9185,
last_quoted_date,BEN,True,True,,
first_quoted_date,BEN,True,True,,
classification_at_level,BEN,True,True,,GICS L1
security_name,BEN,True,True,,
price_timeseries,BEV-200603,True,True,4085,pandas
index_constituent_timeseries,BEV-200603@S&P 500,True,True,4085,
last_quoted_date,BEV-200603,True,True,,
first_quoted_date,BEV-200603,True,True,,
classification_at_level,BEV-200603,True,True,,GICS L1
security_name,BEV-200603,True,True,,
price_timeseries,BF.B,True,True,9185,pandas
index_constituent_timeseries,BF.B@S&P 500,True,True,9185,
last_quoted_date,BF.B,True,True,,
first_quoted_date,BF.B,True,True,,
classification_at_level,BF.B,True,True,,GICS L1
security_name,BF.B,True,True,,
price_timeseries,BF-197804,True,True,0,empty
price_timeseries,BFH,True,True,6296,pandas
index_constituent_timeseries,BFH@S&P 500,True,True,6296,
last_quoted_date,BFH,True,True,,
first_quoted_date,BFH,True,True,,
classification_at_level,BFH,True,True,,GICS L1
security_name,BFH,True,True,,
price_timeseries,BFI-195809,True,True,0,empty
price_timeseries,BFI-199907,True,True,2421,pandas
index_constituent_timeseries,BFI-199907@S&P 500,True,True,2421,
last_quoted_date,BFI-199907,True,True,,
first_quoted_date,BFI-199907,True,True,,
classification_at_level,BFI-199907,True,True,,GICS L1
security_name,BFI-199907,True,True,,
price_timeseries,BFO-200010,True,True,2720,pandas
index_constituent_timeseries,BFO-200010@S&P 500,True,True,2720,
last_quoted_date,BFO-200010,True,True,,
first_quoted_date,BFO-200010,True,True,,
classification_at_level,BFO-200010,True,True,,GICS L1
security_name,BFO-200010,True,True,,
price_timeseries,BG,True,True,6258,pandas
index_constituent_timeseries,BG@S&P 500,True,True,6258,
last_quoted_date,BG,True,True,,
first_quoted_date,BG,True,True,,
classification_at_level,BG,True,True,,GICS L1
security_name,BG,True,True,,
price_timeseries,BG-196510,True,True,0,empty
price_timeseries,BGEN-200311,True,True,3499,pandas
index_constituent_timeseries,BGEN-200311@S&P 500,True,True,3499,
last_quoted_date,BGEN-200311,True,True,,
first_quoted_date,BGEN-200311,True,True,,
classification_at_level,BGEN-200311,True,True,,GICS L1
security_name,BGEN-200311,True,True,,
price_timeseries,BGGSQ-202101,True,True,7814,pandas
index_constituent_timeseries,BGGSQ-202101@S&P 500,True,True,7814,
last_quoted_date,BGGSQ-202101,True,True,,
first_quoted_date,BGGSQ-202101,True,True,,
classification_at_level,BGGSQ-202101,True,True,,GICS L1
security_name,BGGSQ-202101,True,True,,
price_timeseries,BGS-196704,True,True,0,empty
price_timeseries,BHF,True,True,2245,pandas
index_constituent_timeseries,BHF@S&P 500,True,True,2245,
last_quoted_date,BHF,True,True,,
first_quoted_date,BHF,True,True,,
classification_at_level,BHF,True,True,,GICS L1
security_name,BHF,True,True,,
price_timeseries,BHL-196308,True,True,0,empty
price_timeseries,BHMSQ-200401,True,True,3532,pandas
index_constituent_timeseries,BHMSQ-200401@S&P 500,True,True,3532,
last_quoted_date,BHMSQ-200401,True,True,,
first_quoted_date,BHMSQ-200401,True,True,,
classification_at_level,BHMSQ-200401,True,True,,GICS L1
security_name,BHMSQ-200401,True,True,,
price_timeseries,BIGGQ,True,True,9177,pandas
index_constituent_timeseries,BIGGQ@S&P 500,True,True,9177,
last_quoted_date,BIGGQ,True,True,,
first_quoted_date,BIGGQ,True,True,,
classification_at_level,BIGGQ,True,True,,GICS L1
security_name,BIGGQ,True,True,,
price_timeseries,BIIB,True,True,8747,pandas
index_constituent_timeseries,BIIB@S&P 500,True,True,8747,
last_quoted_date,BIIB,True,True,,
first_quoted_date,BIIB,True,True,,
classification_at_level,BIIB,True,True,,GICS L1
security_name,BIIB,True,True,,
price_timeseries,BIO,True,True,9176,pandas
index_constituent_timeseries,BIO@S&P 500,True,True,9176,
last_quoted_date,BIO,True,True,,
first_quoted_date,BIO,True,True,,
classification_at_level,BIO,True,True,,GICS L1
security_name,BIO,True,True,,
price_timeseries,BJS-201004,True,True,4981,pandas
index_constituent_timeseries,BJS-201004@S&P 500,True,True,4981,
last_quoted_date,BJS-201004,True,True,,
first_quoted_date,BJS-201004,True,True,,
classification_at_level,BJS-201004,True,True,,GICS L1
security_name,BJS-201004,True,True,,
price_timeseries,BK-196805,True,True,0,empty
price_timeseries,BKB-199909,True,True,2464,pandas
index_constituent_timeseries,BKB-199909@S&P 500,True,True,2464,
last_quoted_date,BKB-199909,True,True,,
first_quoted_date,BKB-199909,True,True,,
classification_at_level,BKB-199909,True,True,,GICS L1
